"","id","site","year","trt","hatch","alive","yday"
"671","12bk14","12",2014,0,186,1,196
"672","12bk14","12",2014,0,186,1,197
"673","12bk14","12",2014,0,186,1,198
"674","12bk14","12",2014,0,186,1,199
"675","12bk14","12",2014,0,186,1,200
"676","12bk14","12",2014,0,186,1,201
"677","12bk14","12",2014,0,186,1,202
"678","12bk14","12",2014,0,186,1,203
"679","12bk14","12",2014,0,186,1,204
"680","12bk14","12",2014,0,186,1,205
"681","12bk14","12",2014,0,186,0,206
"682","12bk14","12",2014,0,186,0,207
"683","12bk14","12",2014,0,186,0,208
"684","12bk14","12",2014,0,186,0,209
"685","12bk14","12",2014,0,186,0,210
"686","12bk14","12",2014,0,186,0,211
"687","12bk14","12",2014,0,186,0,212
